customer_id,status
12627,Processing
12419,Pending
7621,Shipped
2880,Delivered
84,Delivered
10994,Processing
208,Cancelled
1467,Processing
14610,Cancelled
3768,Delivered
11295,Processing
3,Pending
15027,Processing
16953,Cancelled
386,Cancelled
21,Delivered
7973,Cancelled
4736,Cancelled
3222,Delivered
8099,Shipped
13306,Processing
763,Delivered
18645,Pending
13831,Pending
2307,Delivered
15337,Pending
12651,Delivered
6957,Processing
2192,Delivered
920,Cancelled
17599,Processing
2589,Pending
4716,Cancelled
7464,Pending
15518,Cancelled
9085,Delivered
17180,Processing
15238,Processing
14321,Cancelled
2894,Delivered
8517,Cancelled
16199,Shipped
14327,Pending
5726,Cancelled
4551,Processing
18072,Delivered
16051,Pending
1094,Processing
16427,Pending
3817,Delivered
15907,Delivered
15985,Pending
6546,Pending
4414,Cancelled
6082,Pending
17404,Processing
10192,Pending
19553,Shipped
4234,Shipped
19279,Delivered
13131,Delivered
4213,Processing
865,Shipped
7837,Delivered
6909,Cancelled
12825,Shipped
18529,Pending
5145,Pending
6744,Pending
9590,Delivered
8166,Delivered
2942,Processing
68,Processing
19652,Processing
15838,Shipped
11730,Pending
8557,Pending
17910,Processing
14845,Shipped
16779,Processing
8427,Pending
10656,Delivered
2577,Pending
11676,Delivered
6521,Pending
18730,Cancelled
4025,Pending
670,Pending
7132,Processing
8982,Processing
9525,Processing
7412,Pending
19104,Pending
15811,Pending
18341,Shipped
19031,Pending
15883,Cancelled
6909,Shipped
6218,Pending
16218,Cancelled
1996,Processing
10398,Shipped
12971,Delivered
13691,Pending
3579,Pending
17713,Processing
6897,Delivered
11465,Shipped
13055,Processing
17581,Pending
880,Shipped
9237,Pending
1638,Processing
3532,Shipped
17998,Cancelled
19534,Pending
7829,Delivered
11488,Pending
594,Delivered
533,Processing
18607,Delivered
16531,Pending
13383,Cancelled
3535,Cancelled
4938,Processing
1488,Pending
83,Pending
10085,Delivered
4192,Shipped
17579,Cancelled
238,Delivered
18514,Shipped
11700,Processing
16716,Delivered
14762,Processing
345,Shipped
11168,Processing
15332,Shipped
1467,Pending
17143,Shipped
4850,Processing
8979,Delivered
17938,Shipped
9109,Cancelled
9811,Cancelled
12482,Cancelled
15045,Shipped
9487,Cancelled
2578,Delivered
8758,Shipped
17720,Delivered
11985,Pending
4466,Processing
12788,Processing
14718,Processing
8886,Processing
16983,Pending
8506,Processing
1184,Cancelled
4640,Delivered
2076,Pending
9092,Shipped
13134,Cancelled
3206,Cancelled
19087,Shipped
11733,Cancelled
12975,Delivered
14900,Processing
18669,Processing
14699,Processing
248,Shipped
7318,Processing
14882,Shipped
6007,Shipped
18013,Shipped
11221,Shipped
7253,Shipped
15455,Pending
366,Pending
15591,Shipped
468,Delivered
11942,Shipped
18328,Shipped
8546,Shipped
16015,Pending
14134,Delivered
10549,Processing
7610,Shipped
16495,Shipped
12408,Pending
14120,Cancelled
9103,Processing
19108,Delivered
961,Pending
350,Cancelled
18093,Cancelled
18520,Delivered
14625,Pending
14751,Pending
13236,Pending
16005,Pending
15091,Delivered
6088,Processing
18901,Processing
451,Pending
2934,Processing
9810,Pending
701,Pending
3445,Processing
11169,Processing
11789,Delivered
15423,Cancelled
338,Shipped
18429,Pending
13883,Shipped
18356,Pending
1797,Delivered
7434,Cancelled
7776,Processing
2989,Delivered
11609,Delivered
3179,Pending
1972,Delivered
19771,Delivered
15382,Delivered
15719,Pending
4786,Pending
2135,Delivered
19292,Delivered
5019,Processing
9069,Delivered
14957,Cancelled
1881,Shipped
7187,Shipped
7131,Delivered
2446,Shipped
4889,Shipped
7031,Cancelled
12362,Cancelled
17256,Shipped
15583,Pending
15911,Shipped
5783,Delivered
7840,Shipped
9465,Delivered
10171,Pending
6336,Cancelled
19671,Delivered
13493,Shipped
10568,Shipped
760,Delivered
19240,Pending
3747,Delivered
19812,Delivered
17269,Processing
2594,Delivered
9812,Shipped
18448,Delivered
5284,Processing
1562,Shipped
13753,Delivered
14389,Shipped
43,Shipped
16486,Processing
14754,Pending
11652,Shipped
17380,Pending
17787,Shipped
12905,Delivered
19285,Delivered
13778,Cancelled
1052,Delivered
13926,Shipped
3524,Cancelled
8245,Processing
964,Delivered
921,Delivered
1413,Shipped
4699,Processing
8972,Delivered
19447,Delivered
8665,Shipped
1400,Pending
5146,Shipped
4651,Cancelled
3650,Shipped
11432,Delivered
6658,Shipped
6568,Shipped
2988,Shipped
18629,Shipped
17936,Delivered
7071,Delivered
11342,Pending
6237,Pending
19421,Cancelled
10412,Pending
4913,Processing
13145,Pending
10320,Processing
2449,Pending
2790,Shipped
7163,Pending
10687,Pending
6826,Shipped
8098,Shipped
17328,Delivered
5278,Pending
1698,Shipped
16612,Cancelled
5608,Shipped
5335,Cancelled
15361,Cancelled
13083,Processing
18589,Processing
2788,Cancelled
2211,Delivered
3950,Processing
70,Pending
17244,Pending
14445,Processing
13964,Delivered
4198,Shipped
14472,Processing
1786,Pending
15369,Pending
12658,Pending
18526,Delivered
5148,Shipped
1065,Processing
10556,Delivered
16707,Pending
13858,Delivered
9598,Processing
13185,Processing
8349,Delivered
11978,Pending
19275,Processing
5725,Processing
8165,Shipped
1547,Shipped
13003,Cancelled
3238,Shipped
13677,Cancelled
4151,Pending
2945,Processing
890,Pending
15228,Delivered
16430,Cancelled
14077,Delivered
18556,Delivered
8094,Processing
156,Cancelled
15450,Cancelled
8143,Delivered
10065,Cancelled
12103,Shipped
803,Pending
901,Shipped
3602,Delivered
8911,Shipped
7041,Pending
15615,Cancelled
7808,Processing
13365,Cancelled
7947,Cancelled
17938,Processing
19350,Delivered
15656,Cancelled
2662,Pending
18480,Pending
12783,Delivered
4763,Delivered
19055,Pending
7265,Cancelled
4366,Shipped
14740,Shipped
5444,Shipped
19370,Delivered
18430,Shipped
16609,Pending
13819,Shipped
8666,Delivered
5721,Cancelled
1818,Shipped
10808,Cancelled
349,Cancelled
14588,Pending
6339,Delivered
19739,Shipped
10620,Delivered
7412,Shipped
977,Pending
16567,Delivered
18893,Pending
18610,Shipped
12331,Delivered
13321,Processing
15847,Pending
4050,Cancelled
14241,Cancelled
16548,Pending
2554,Pending
8168,Delivered
9328,Pending
13315,Shipped
9377,Cancelled
8042,Delivered
5536,Pending
4820,Cancelled
16855,Processing
9221,Processing
19131,Processing
5228,Pending
5543,Processing
4342,Processing
17184,Shipped
6537,Delivered
992,Cancelled
11366,Processing
12182,Cancelled
15840,Processing
2504,Pending
15600,Pending
10146,Shipped
2671,Delivered
11025,Processing
14178,Pending
8022,Shipped
6908,Delivered
13280,Shipped
18693,Shipped
5308,Pending
14985,Cancelled
8090,Shipped
2309,Delivered
16636,Cancelled
6338,Cancelled
12860,Delivered
19802,Shipped
5973,Shipped
5604,Shipped
17167,Cancelled
9622,Pending
8938,Processing
4540,Delivered
16271,Processing
2464,Shipped
11201,Cancelled
421,Processing
6494,Pending
9590,Delivered
3019,Shipped
19894,Shipped
121,Pending
9185,Cancelled
19385,Pending
11240,Shipped
7164,Pending
11298,Delivered
13145,Cancelled
12497,Shipped
1634,Delivered
13253,Shipped
12366,Processing
12164,Shipped
15441,Delivered
12017,Pending
9089,Processing
1871,Pending
9929,Delivered
6061,Processing
9837,Pending
6615,Processing
11292,Pending
6758,Cancelled
18407,Processing
18759,Pending
18951,Shipped
4262,Pending
18740,Delivered
7190,Cancelled
410,Pending
6421,Pending
3628,Cancelled
7932,Shipped
13152,Delivered
12242,Cancelled
18656,Cancelled
2357,Processing
3068,Cancelled
228,Processing
9353,Processing
12716,Shipped
11153,Cancelled
14253,Cancelled
12644,Pending
19877,Processing
4196,Shipped
7342,Processing
1138,Cancelled
10077,Pending
19959,Pending
12509,Shipped
15386,Pending
5770,Pending
2463,Cancelled
7683,Processing
8731,Cancelled
15077,Processing
510,Processing
7428,Pending
2056,Pending
1674,Cancelled
14418,Delivered
2828,Shipped
6462,Delivered
18969,Pending
10721,Shipped
8102,Cancelled
9731,Delivered
15972,Delivered
9068,Processing
6962,Pending
19799,Processing
12624,Cancelled
10080,Shipped
605,Pending
16177,Cancelled
12767,Cancelled
16063,Pending
1822,Shipped
10785,Shipped
9525,Shipped
10796,Cancelled
14744,Cancelled
5878,Processing
2899,Delivered
12366,Delivered
13760,Delivered
13529,Cancelled
17012,Processing
12246,Processing
15714,Cancelled
7085,Shipped
1470,Pending
1927,Shipped
1104,Pending
9235,Delivered
10542,Cancelled
3961,Cancelled
5696,Delivered
15401,Cancelled
13824,Delivered
8009,Shipped
1389,Shipped
3535,Cancelled
17554,Delivered
9385,Cancelled
18824,Pending
15409,Pending
13734,Pending
7279,Shipped
16200,Shipped
4916,Processing
5657,Pending
6966,Processing
8622,Pending
15646,Shipped
5131,Delivered
13085,Processing
4331,Shipped
1179,Pending
11114,Delivered
9578,Shipped
10200,Delivered
9268,Shipped
2176,Cancelled
3474,Cancelled
16925,Cancelled
4887,Pending
17034,Pending
15682,Pending
16908,Shipped
8050,Pending
9961,Delivered
2649,Cancelled
14496,Processing
13657,Delivered
14652,Cancelled
9287,Cancelled
18711,Shipped
12753,Delivered
10605,Processing
13143,Cancelled
14559,Delivered
6334,Delivered
4800,Cancelled
19155,Pending
14604,Processing
7373,Pending
17784,Processing
2341,Cancelled
11360,Pending
7681,Cancelled
753,Processing
14019,Processing
9378,Pending
8729,Pending
126,Delivered
8091,Cancelled
879,Delivered
5019,Cancelled
7217,Cancelled
11044,Processing
17931,Pending
13485,Cancelled
10516,Cancelled
12647,Processing
16391,Shipped
16921,Delivered
3966,Cancelled
13387,Shipped
6679,Pending
16994,Processing
18464,Cancelled
19846,Delivered
8276,Pending
14990,Cancelled
6884,Processing
2666,Shipped
4376,Delivered
12558,Shipped
512,Processing
7367,Shipped
8351,Shipped
16110,Processing
1271,Delivered
12069,Cancelled
17530,Cancelled
11757,Delivered
9860,Shipped
7614,Cancelled
11845,Pending
7837,Delivered
6700,Processing
1991,Processing
13464,Shipped
14517,Processing
17296,Shipped
10180,Cancelled
18989,Cancelled
5672,Shipped
6120,Processing
12206,Delivered
13181,Shipped
2610,Cancelled
1079,Shipped
1637,Cancelled
15704,Pending
2506,Shipped
14807,Delivered
13391,Delivered
4101,Shipped
11390,Processing
1705,Pending
10679,Processing
10980,Processing
4547,Shipped
15022,Cancelled
12386,Pending
2185,Pending
3332,Shipped
10959,Delivered
8589,Cancelled
16656,Processing
12652,Shipped
9952,Delivered
17743,Pending
19147,Delivered
9194,Processing
3637,Pending
648,Delivered
9891,Processing
17263,Shipped
12276,Delivered
18986,Delivered
5653,Delivered
7859,Processing
1599,Cancelled
12103,Shipped
16218,Processing
1595,Cancelled
1708,Delivered
17116,Pending
17740,Cancelled
2431,Processing
11518,Processing
8505,Pending
1151,Shipped
11973,Pending
18040,Cancelled
4564,Shipped
13199,Cancelled
15817,Pending
3915,Pending
12449,Shipped
18191,Delivered
8612,Cancelled
11611,Delivered
1387,Delivered
5259,Pending
1105,Shipped
5740,Cancelled
9864,Processing
13504,Pending
13583,Cancelled
1535,Shipped
5240,Processing
2140,Pending
6126,Cancelled
12497,Shipped
10504,Shipped
8270,Processing
14182,Cancelled
6137,Processing
6963,Shipped
18029,Cancelled
13301,Pending
12419,Shipped
4447,Shipped
2752,Processing
3338,Pending
4425,Shipped
19000,Processing
16507,Processing
17260,Processing
18636,Delivered
18153,Delivered
17357,Delivered
2752,Pending
16131,Processing
7782,Delivered
6410,Delivered
16759,Shipped
48,Shipped
4081,Cancelled
14093,Cancelled
15840,Pending
19687,Shipped
2783,Delivered
383,Processing
7156,Shipped
6493,Shipped
16968,Shipped
16061,Pending
1302,Delivered
13558,Pending
14684,Shipped
12154,Processing
12805,Pending
3828,Delivered
8167,Pending
1629,Pending
7574,Delivered
18473,Delivered
18199,Shipped
5418,Processing
8872,Processing
15425,Shipped
14110,Cancelled
1100,Delivered
9076,Shipped
15174,Processing
6761,Delivered
18689,Shipped
5565,Pending
2769,Pending
14483,Shipped
29,Processing
8010,Processing
7936,Pending
14837,Delivered
18,Delivered
2173,Delivered
17899,Pending
11281,Processing
15971,Delivered
7531,Pending
8024,Delivered
623,Shipped
6391,Shipped
18843,Shipped
9450,Cancelled
18868,Cancelled
5319,Shipped
3987,Processing
16139,Delivered
10563,Delivered
3945,Processing
6349,Processing
10488,Pending
6284,Cancelled
6871,Processing
8220,Processing
19263,Shipped
15061,Processing
8940,Cancelled
6126,Cancelled
8805,Delivered
17769,Pending
8837,Processing
1782,Pending
19527,Delivered
798,Delivered
7742,Shipped
13281,Delivered
12646,Delivered
11671,Shipped
8432,Pending
3426,Pending
13302,Delivered
12742,Shipped
7070,Processing
18670,Delivered
3117,Delivered
1712,Shipped
5975,Pending
2069,Pending
15276,Pending
5231,Shipped
15008,Processing
16397,Shipped
8086,Cancelled
1804,Pending
8817,Processing
3799,Pending
11825,Delivered
16546,Cancelled
13482,Shipped
16014,Delivered
15926,Delivered
2781,Shipped
6472,Delivered
19261,Delivered
11049,Pending
293,Shipped
17737,Cancelled
3180,Cancelled
3077,Processing
16137,Processing
2035,Processing
7230,Cancelled
5293,Pending
10634,Pending
9197,Cancelled
23,Delivered
10466,Delivered
19305,Cancelled
14784,Delivered
1349,Processing
937,Delivered
9744,Cancelled
16788,Processing
4298,Shipped
2425,Shipped
7998,Pending
11302,Processing
1473,Cancelled
12006,Shipped
1535,Processing
9646,Delivered
15810,Delivered
11754,Processing
4447,Cancelled
9116,Delivered
956,Cancelled
18471,Pending
12954,Pending
17357,Pending
11294,Shipped
19838,Cancelled
5278,Processing
4703,Delivered
18459,Delivered
285,Shipped
8289,Processing
4846,Cancelled
37,Cancelled
2403,Processing
15906,Cancelled
16490,Pending
475,Cancelled
12158,Delivered
4102,Shipped
7182,Shipped
15560,Processing
6724,Delivered
15801,Delivered
16724,Cancelled
3127,Processing
8424,Pending
11707,Delivered
5445,Pending
876,Processing
3576,Shipped
8394,Pending
18507,Delivered
16537,Pending
6893,Pending
10198,Processing
18486,Pending
9080,Processing
16324,Shipped
12273,Delivered
12801,Shipped
1949,Shipped
7262,Processing
8882,Delivered
9233,Pending
8340,Shipped
15256,Pending
13524,Shipped
4800,Delivered
7770,Processing
11640,Processing
6492,Processing
2629,Pending
17938,Delivered
12783,Pending
4090,Delivered
4883,Delivered
17806,Pending
6410,Shipped
16365,Shipped
15334,Delivered
15845,Processing
5934,Cancelled
18215,Delivered
16532,Pending
11292,Pending
14336,Processing
37,Shipped
16090,Shipped
786,Processing
4981,Cancelled
12147,Pending
5736,Pending
8537,Cancelled
14057,Shipped
18418,Delivered
11520,Delivered
13434,Delivered
13868,Cancelled
19928,Pending
15369,Cancelled
17901,Shipped
8998,Delivered
8264,Processing
18712,Shipped
8314,Processing
11743,Delivered
7305,Shipped
1602,Delivered
13347,Shipped
7862,Pending
7016,Processing
10563,Shipped
14744,Pending
17977,Delivered
10017,Delivered
6755,Delivered
19292,Cancelled
14287,Pending
4867,Processing
19131,Pending
6403,Processing
9940,Processing
15169,Processing
3824,Pending
2186,Pending
8273,Shipped
1520,Pending
5266,Processing
8910,Shipped
12361,Shipped
17812,Cancelled
8543,Delivered
8611,Shipped
17266,Cancelled
6912,Pending
8480,Cancelled
11746,Shipped
16665,Delivered
2495,Delivered
26,Cancelled
10801,Shipped
19540,Cancelled
18587,Cancelled
12346,Shipped
6431,Delivered
6380,Pending
3450,Shipped
8528,Delivered
880,Delivered
8946,Delivered
18059,Processing
10803,Processing
14123,Cancelled
1658,Delivered
11434,Pending
8092,Processing
565,Processing
2691,Pending
18656,Pending
16560,Cancelled
7901,Shipped
11266,Shipped
17584,Delivered
19056,Cancelled
743,Processing
8441,Processing
14526,Pending
11840,Pending
2094,Delivered
12199,Cancelled
9175,Pending
4866,Cancelled
18349,Cancelled
13851,Delivered
10949,Processing
19462,Processing
7539,Pending
8908,Pending
10558,Processing
17515,Processing
4679,Pending
4976,Pending
182,Pending
14921,Delivered
12695,Processing
10755,Cancelled
2772,Delivered
14277,Processing
9559,Processing
16796,Pending
18566,Shipped
7048,Cancelled
16171,Pending
2064,Delivered
4693,Processing
9333,Shipped
4877,Shipped
11103,Cancelled
19209,Shipped
17101,Shipped
14035,Shipped
5562,Shipped
10657,Delivered
10094,Shipped
5281,Processing
16929,Shipped
12433,Shipped
15125,Shipped
5799,Processing
1227,Pending
2084,Cancelled
3073,Shipped
7567,Shipped
4542,Processing
14773,Shipped
10900,Delivered
3712,Pending
11664,Processing
2883,Pending
2650,Cancelled
4539,Cancelled
12908,Cancelled
19460,Delivered
5636,Processing
19383,Processing
17110,Shipped
7677,Shipped
11033,Shipped
2166,Cancelled
15382,Pending
7469,Pending
5094,Shipped
9238,Delivered
4817,Delivered
10668,Shipped
4585,Pending
4922,Cancelled
12968,Pending
14143,Processing
18493,Pending
2012,Delivered
16413,Cancelled
6667,Processing
15662,Shipped
14257,Processing
18521,Cancelled
1277,Processing
14222,Processing
18071,Processing
12521,Pending
7260,Cancelled
2561,Processing
13793,Delivered
17093,Shipped
8553,Delivered
10435,Pending
3232,Cancelled
12669,Cancelled
2182,Delivered
2988,Shipped
8840,Processing
18182,Cancelled
19677,Processing
14891,Delivered
19992,Delivered
11441,Processing
8616,Cancelled
11762,Shipped
2503,Pending
14764,Processing
17663,Cancelled
6196,Delivered
19185,Delivered
18139,Shipped
2184,Delivered
18200,Cancelled
7885,Pending
2023,Processing
18515,Pending
1659,Shipped
5713,Delivered
11119,Cancelled
16966,Processing
11188,Processing
17503,Delivered
18317,Pending
16417,Delivered
3244,Delivered
16702,Shipped
16133,Cancelled
10456,Pending
3714,Pending
4580,Cancelled
10864,Delivered
2215,Shipped
9351,Processing
1014,Delivered
13547,Pending
9412,Pending
792,Cancelled
9134,Processing
554,Delivered
1065,Cancelled
8605,Processing
4149,Processing
318,Delivered
7165,Processing
4025,Processing
8284,Processing
10191,Shipped
14172,Shipped
15672,Delivered
7830,Delivered
18308,Cancelled
915,Pending
17908,Cancelled
18457,Pending
19830,Processing
19988,Shipped
14463,Shipped
4643,Processing
410,Delivered
10598,Processing
9778,Cancelled
10368,Delivered
4765,Cancelled
10018,Pending
12721,Processing
1442,Shipped
6709,Delivered
17750,Processing
13964,Processing
18571,Pending
13798,Cancelled
5035,Shipped
14913,Processing
19838,Delivered
4200,Delivered
13791,Cancelled
739,Delivered
4333,Cancelled
18650,Shipped
13,Processing
8941,Processing
12356,Delivered
12148,Delivered
10730,Pending
18266,Cancelled
1896,Pending
8705,Delivered
15711,Shipped
3112,Processing
950,Shipped
15929,Cancelled
839,Processing
6838,Processing
3272,Delivered
3518,Delivered
1640,Shipped
17743,Shipped
17353,Cancelled
10620,Cancelled
12697,Delivered
3829,Shipped
12961,Shipped
6520,Cancelled
10709,Cancelled
7847,Shipped
4628,Delivered
11207,Cancelled
8521,Processing
5878,Shipped
3260,Pending
12950,Shipped
12130,Pending
10125,Processing
298,Cancelled
15270,Shipped
11289,Cancelled
9837,Delivered
3999,Pending
16009,Cancelled
3995,Processing
4661,Cancelled
10487,Shipped
18851,Processing
5898,Processing
13937,Shipped
5997,Cancelled
4071,Shipped
2430,Shipped
13892,Delivered
15200,Processing
4040,Delivered
3342,Cancelled
2592,Pending
16492,Shipped
14237,Pending
1274,Delivered
5552,Cancelled
5705,Processing
14103,Delivered
1912,Pending
15995,Delivered
7050,Shipped
1860,Shipped
18708,Processing
7972,Processing
10113,Delivered
17585,Shipped
12625,Cancelled
6744,Shipped
15518,Shipped
10671,Delivered
6057,Shipped
2668,Processing
5316,Pending
18481,Processing
7386,Processing
556,Processing
17028,Pending
13775,Delivered
4500,Delivered
11722,Processing
15187,Delivered
8360,Delivered
14147,Delivered
17298,Delivered
15005,Pending
9041,Cancelled
1254,Delivered
11114,Delivered
9682,Delivered
13400,Pending
13660,Shipped
1176,Delivered
12253,Shipped
14178,Processing
14606,Delivered
4002,Shipped
18034,Processing
5238,Delivered
3160,Cancelled
310,Cancelled
13584,Pending
17750,Cancelled
10051,Cancelled
7423,Shipped
13001,Cancelled
15928,Processing
19503,Shipped
275,Cancelled
1256,Delivered
522,Shipped
10301,Cancelled
10575,Processing
17399,Processing
17630,Delivered
15924,Processing
11824,Pending
12653,Shipped
9633,Cancelled
7049,Processing
16840,Processing
11572,Cancelled
18657,Delivered
17540,Processing
4624,Shipped
10389,Cancelled
5271,Pending
16954,Shipped
15646,Pending
3192,Cancelled
15040,Delivered
19186,Pending
7080,Pending
19555,Cancelled
17903,Shipped
2826,Delivered
2339,Cancelled
1836,Shipped
17856,Pending
6066,Pending
16846,Cancelled
10278,Pending
5813,Delivered
13971,Delivered
13102,Processing
12958,Delivered
12059,Pending
7623,Delivered
19607,Processing
12877,Pending
12686,Processing
15419,Shipped
11672,Cancelled
9853,Delivered
7714,Processing
1398,Shipped
2963,Processing
17641,Delivered
11453,Delivered
8824,Shipped
11472,Processing
3689,Cancelled
2150,Pending
3771,Delivered
9866,Cancelled
4053,Pending
3039,Processing
18124,Cancelled
8505,Pending
8033,Pending
3554,Shipped
3099,Shipped
9549,Delivered
2328,Cancelled
19019,Cancelled
4302,Pending
2646,Pending
15397,Shipped
7206,Processing
5604,Shipped
17658,Cancelled
19183,Shipped
19265,Pending
16489,Cancelled
18546,Delivered
6514,Pending
3081,Delivered
19822,Processing
12542,Processing
1268,Pending
11351,Cancelled
7771,Shipped
4070,Delivered
1721,Pending
5840,Cancelled
11294,Processing
7985,Delivered
11199,Shipped
7744,Processing
622,Processing
1291,Shipped
19385,Pending
768,Processing
14306,Cancelled
13860,Shipped
12643,Shipped
7522,Processing
13869,Pending
104,Shipped
17931,Processing
2399,Shipped
5567,Delivered
13275,Processing
1293,Pending
9903,Shipped
160,Shipped
2379,Shipped
7490,Cancelled
15291,Pending
5972,Pending
5863,Shipped
18022,Cancelled
620,Pending
6523,Delivered
7982,Shipped
180,Shipped
14087,Processing
4479,Shipped
5506,Cancelled
5221,Cancelled
18191,Pending
11029,Pending
18785,Delivered
11772,Processing
13605,Shipped
17113,Processing
2859,Cancelled
8859,Delivered
19333,Cancelled
12363,Shipped
16249,Delivered
5565,Processing
640,Cancelled
5046,Processing
19816,Cancelled
7242,Processing
8962,Cancelled
7314,Pending
7431,Processing
17680,Delivered
8375,Shipped
9829,Processing
12439,Pending
18124,Pending
6380,Cancelled
3023,Pending
5058,Cancelled
19954,Shipped
4892,Delivered
18682,Processing
2901,Delivered
17915,Shipped
3971,Processing
19002,Pending
14459,Delivered
5513,Delivered
12226,Pending
13355,Processing
2992,Processing
15455,Pending
5800,Delivered
16734,Shipped
1805,Processing
17734,Cancelled
12137,Cancelled
8286,Processing
19855,Pending
16050,Delivered
8185,Processing
413,Delivered
19617,Delivered
2557,Shipped
13223,Cancelled
16111,Processing
11247,Processing
13897,Shipped
15043,Shipped
12236,Processing
7842,Processing
19351,Processing
19311,Delivered
10810,Pending
5362,Shipped
865,Delivered
5249,Processing
281,Processing
918,Delivered
8925,Cancelled
13657,Delivered
7436,Delivered
8695,Pending
7873,Cancelled
5687,Shipped
17527,Delivered
17557,Cancelled
8325,Shipped
19853,Cancelled
2148,Cancelled
3810,Processing
19,Delivered
11120,Cancelled
9162,Cancelled
9042,Cancelled
6605,Cancelled
17627,Processing
10486,Cancelled
6434,Shipped
7988,Delivered
3253,Pending
19946,Delivered
16257,Pending
2696,Delivered
2847,Delivered
13728,Cancelled
3894,Processing
18206,Delivered
9613,Cancelled
17372,Cancelled
16225,Processing
15347,Processing
8613,Pending
11731,Shipped
13403,Pending
17319,Delivered
905,Cancelled
17956,Pending
9456,Delivered
2825,Delivered
9640,Cancelled
14122,Cancelled
7945,Processing
4583,Pending
6037,Delivered
9288,Delivered
10442,Delivered
19204,Pending
8287,Shipped
17064,Pending
4220,Shipped
4065,Shipped
15782,Delivered
11369,Pending
11917,Pending
19179,Pending
18072,Delivered
2370,Cancelled
4629,Cancelled
8899,Delivered
9427,Pending
14421,Cancelled
8916,Cancelled
4007,Pending
3135,Pending
16510,Delivered
14245,Cancelled
9532,Shipped
18910,Shipped
7937,Shipped
6457,Pending
11148,Pending
2385,Delivered
15240,Cancelled
17435,Shipped
19164,Delivered
13859,Delivered
8262,Delivered
5355,Delivered
17029,Cancelled
17498,Processing
19297,Processing
9614,Processing
8827,Cancelled
11394,Cancelled
4743,Pending
4618,Cancelled
6139,Cancelled
4255,Delivered
15626,Shipped
14394,Delivered
952,Shipped
19697,Cancelled
9720,Shipped
16116,Shipped
18254,Processing
14937,Shipped
8697,Shipped
12841,Shipped
167,Processing
8139,Shipped
4374,Processing
17836,Processing
1260,Delivered
993,Cancelled
1291,Delivered
10029,Pending
7897,Processing
9729,Shipped
19714,Shipped
3545,Delivered
3910,Pending
5418,Shipped
10720,Processing
12187,Delivered
16264,Processing
12477,Processing
18704,Delivered
11922,Processing
15458,Cancelled
15624,Pending
6779,Cancelled
19544,Cancelled
16195,Shipped
17047,Pending
9031,Pending
4785,Cancelled
7806,Shipped
15130,Pending
19627,Shipped
5832,Pending
2631,Shipped
4396,Shipped
2499,Cancelled
6815,Pending
17270,Processing
4338,Processing
3679,Processing
10125,Processing
