order_id,product_id,quantity,price
11792,4194,96,19882
23740,3525,72,4741
2572,363,6,14670
12453,4765,87,28344
20295,2212,47,25997
9770,350,72,21008
2413,3355,32,30434
11862,2880,96,19609
23346,2465,60,38592
10392,29,64,14275
28996,1166,40,38684
26359,3203,3,26059
26685,1504,14,49986
13432,1201,47,13069
6330,3436,18,3475
4504,2520,15,12323
27492,1473,19,19455
29725,2824,55,8712
28543,4191,27,21069
6063,2585,82,13198
26138,692,53,32732
28099,3827,67,5816
17606,849,32,34095
24024,4384,34,24481
4268,1570,31,5044
27913,4541,29,6888
5165,4422,88,42603
15962,4236,67,4744
16052,1754,77,44111
152,4985,26,12022
9003,4837,13,36449
3998,3139,21,42657
27540,96,24,40673
21707,1445,65,2877
21183,3099,99,25383
28903,4767,31,9548
14344,1160,52,3073
1838,3803,49,8343
1093,4205,37,48127
23643,4661,93,8889
21699,2991,71,2817
27542,3237,37,49832
14794,2158,97,41910
14851,717,27,11104
5366,4136,90,46655
29579,2700,7,48065
29893,538,8,44061
17203,4502,27,15501
23285,1897,43,4016
14285,1853,25,42836
17362,4865,28,3779
28490,3972,58,15053
20788,2061,94,38823
17783,2069,25,4512
11720,1788,1,43591
9471,4341,47,37954
13175,3918,63,44453
28399,4901,34,15438
8378,309,77,49285
21557,193,91,41346
9671,2201,23,6347
23602,4054,79,20032
29784,3869,18,34875
7471,2656,23,45577
12842,1282,89,25563
9514,2202,58,4420
22870,4230,18,48425
20407,2232,63,47682
22656,2815,77,41098
9032,2222,94,36102
23850,296,82,5640
18405,4010,68,25740
2122,1594,2,40214
20483,3834,44,48834
654,2482,93,10010
9681,1483,67,40781
10228,517,91,2160
12196,2916,63,8020
21659,3135,9,26680
21568,4923,22,16776
25535,3151,86,28439
25180,3883,39,44751
9766,3041,23,34105
11293,1302,61,22983
23002,1689,39,45671
19249,2782,27,41886
20268,1967,83,24388
19480,1781,54,32615
17394,1974,67,33453
28417,2252,21,33289
24136,4633,92,47510
4084,2397,77,35224
25997,3436,10,8143
1184,768,49,20488
18097,3210,83,34661
23492,2472,93,31786
18099,3656,30,19858
5926,1571,30,39180
12944,3238,94,8662
14990,4362,85,31813
28305,3890,94,45611
3128,4048,47,45334
23775,722,5,42244
16038,2500,98,34636
13808,2236,34,19673
25284,2658,13,38450
12217,1754,58,17862
25081,4583,77,16296
1347,4468,91,44239
702,1606,86,4709
1290,4837,4,5599
1820,2321,58,30178
22746,3887,58,1076
18777,3536,92,30422
10044,4539,18,36733
4051,2079,29,17071
18231,3978,66,29889
21361,703,79,21627
27476,3373,20,41953
24860,3846,94,44777
25804,218,9,37975
10311,4158,19,36852
20197,2785,59,27066
26616,2599,61,44802
16422,3494,14,20306
3723,2166,98,21413
26341,4158,59,13054
5981,508,43,33248
4151,511,60,7365
27123,2050,35,25226
11319,219,82,19598
16569,1731,22,27055
8953,4407,65,22977
17387,2485,32,26591
673,3478,96,16558
4893,2005,29,48961
3006,3400,5,9063
28994,1488,22,24195
2389,3159,92,9511
26590,3897,48,43263
16622,535,58,34985
3942,4468,38,25315
16343,4025,26,44658
9522,3798,94,43157
21390,3179,82,20208
10190,372,22,24933
9586,3153,39,45685
14505,4114,68,11232
24998,2705,74,21146
14584,869,67,32762
14288,4009,64,40964
6615,4887,27,11941
24334,3903,47,1591
3669,2024,95,42387
25364,3999,53,14578
20028,2937,73,23744
22334,4932,5,34087
3739,3971,25,9692
26427,1023,60,24917
23623,3037,26,49072
8974,1406,93,7554
15994,606,60,4562
28347,2907,58,21713
1424,2540,77,7732
25128,3102,99,37617
4313,845,91,49835
27075,4313,4,1906
17300,1778,17,40663
2168,1812,82,47000
3837,88,23,18379
16606,2625,92,39215
839,3249,36,15626
28847,892,91,34776
22389,116,32,38938
12140,3567,44,9856
16951,1685,81,8566
13860,4694,95,39107
3926,1046,90,16254
28632,682,49,9330
15742,2542,62,40200
26983,3017,80,2980
12790,2168,69,40706
16472,2547,74,49481
5043,871,1,28577
11270,4597,80,11301
17089,1411,41,9604
9352,1359,12,19242
20401,646,100,29693
9472,927,95,30653
16377,2655,38,31965
27786,3218,43,18857
2072,3450,36,1146
2298,3357,22,8867
15019,4257,45,45040
18544,372,69,45134
14958,521,36,38418
24277,3665,8,37343
3096,785,95,35695
22488,1271,61,33250
9162,1338,89,21068
2114,925,19,5665
19095,2093,37,16098
1288,4471,79,24173
17558,2619,26,7621
7243,796,16,47142
21205,4766,5,25976
26602,3080,50,12594
28989,3179,99,49683
2363,1341,64,4414
20223,2625,11,24356
12884,3921,54,16545
570,1264,39,22767
4173,618,65,35533
17961,3752,20,49573
25042,222,47,16469
3919,1075,58,19582
4512,4978,83,25599
12993,2522,69,41669
17204,1293,84,13830
6808,279,76,16371
8415,2512,9,29374
29716,1392,42,28549
29840,3847,48,14227
15289,1116,22,31977
719,1187,75,30664
2522,2472,99,6361
13804,3674,99,42261
15037,596,66,24181
10502,2911,45,47576
7648,4638,26,28273
10972,3662,25,3271
6738,4265,15,46222
3921,4954,68,20734
28538,4362,36,6870
2205,430,42,18898
11525,3234,86,33553
6322,3243,64,10977
21562,2670,5,23447
25242,1197,28,15087
1897,3669,84,41802
2528,1039,59,33275
28308,4644,62,32297
21919,2876,86,46376
8302,3688,86,47071
8434,2854,43,16260
25538,3753,97,24494
8547,122,37,1114
26201,584,28,19441
7099,242,29,13046
900,499,65,38497
6379,3818,31,43537
21355,2822,80,42941
22290,320,14,4790
15454,270,94,5815
16169,3624,51,29780
1379,3494,91,7945
27470,3388,57,27555
15194,4988,52,41781
13847,2507,35,4354
12330,878,65,21277
16437,39,55,47352
19644,3280,15,20529
24900,1504,60,38708
9212,2588,2,10261
3323,382,63,14236
2960,4637,72,7829
26687,2242,49,5273
27781,2440,3,46018
28850,4804,34,5424
3385,4919,79,16438
13569,2671,34,13520
2419,1224,9,46699
27736,2181,93,38316
9996,4111,88,1871
1100,2277,94,47088
28976,3643,38,22866
18409,860,36,13973
29313,1839,42,35285
23861,1705,73,28349
3062,51,76,18257
26024,4862,66,19378
5226,2345,36,26934
357,33,2,17897
9708,1988,70,46131
21431,1863,77,40122
3895,1756,83,48215
4656,2296,2,47574
20210,1583,27,17278
10583,3074,67,20148
16408,1726,10,22130
16498,3958,25,21315
23724,3900,31,26633
23619,932,2,6668
12905,308,35,8290
28944,2390,84,35618
17087,1305,6,13384
27068,203,6,47092
24915,3556,72,42942
18282,2892,6,32701
9312,4589,89,6161
1449,3531,40,37412
15250,4849,49,34609
17914,4822,22,48367
13303,4927,3,10352
5306,2415,8,37361
18428,1400,57,23569
25684,3543,55,36403
6670,4713,50,21053
127,965,76,47699
10820,4244,43,14573
25466,4379,7,46087
21197,593,91,41795
27745,3672,60,27160
10616,3872,37,25950
27684,1995,4,29001
12424,1688,19,34399
11346,2,40,21567
10678,3244,61,5128
29298,4016,46,45527
4475,906,10,40239
12724,87,73,38020
1194,2508,99,6895
7005,3060,23,15295
14439,1458,84,42804
20297,2018,18,4738
145,764,63,28684
9831,1882,2,33416
3387,1494,12,17991
1027,189,50,47915
650,4440,73,7229
8121,322,50,21617
28223,3791,78,29974
7945,229,79,38064
16535,2273,25,20054
21249,483,69,38231
4500,2792,36,42677
12921,758,74,15159
4250,583,28,17565
16694,1122,59,37178
26510,1127,14,8359
25711,580,60,31945
2880,3503,29,15711
11351,2871,25,37958
27891,4035,41,36609
6692,4086,50,9182
9355,3066,76,33550
6576,4517,95,25665
10139,759,6,21068
15253,4274,76,3543
27473,4849,45,35645
7436,2701,80,28495
23050,560,100,24923
27459,409,40,11237
8562,4678,82,14435
13741,379,33,19846
578,2303,85,17985
26769,3850,57,37719
11878,1758,24,36189
15259,4511,48,49976
3834,1780,92,1502
7773,2247,58,47259
5023,1740,92,33317
18742,596,62,8744
13664,743,86,38533
2426,173,7,15551
14453,1439,32,40508
10091,296,33,9192
2841,3000,8,32422
5740,380,25,22784
20083,4313,84,31789
18746,967,87,43546
24791,2191,48,18411
18419,4224,76,9255
12423,1091,80,36496
7990,1841,22,6557
634,3018,61,16542
1374,284,51,8271
19899,61,95,39247
25309,4438,56,18566
16516,1673,9,33559
1126,4225,82,46020
7805,3470,11,46578
23738,2461,53,31053
3480,4619,48,9115
21675,1803,83,18044
15376,3246,74,16419
21433,4795,36,49792
17181,4065,91,22797
22448,2447,34,47019
10303,27,17,44067
8119,2800,90,36373
9727,2825,35,31162
26240,1314,35,49720
17199,931,32,30416
28809,3282,21,8349
11135,2812,61,35066
24147,262,63,5619
29053,3378,74,13732
2501,1262,8,46253
3776,4875,89,49684
7988,1759,25,29724
586,13,14,40521
10289,864,48,25870
21293,1467,96,5048
10904,4007,29,1568
28277,902,52,29043
17418,1112,60,15767
13230,2409,76,11539
20139,609,51,18159
20149,708,64,26033
10771,1409,42,13211
19884,4044,92,46059
20606,2325,11,10616
27609,826,79,38681
6005,3896,68,25556
17202,1392,6,2442
16661,1528,19,26249
27714,2029,86,14771
1422,2934,43,5535
1049,2578,38,47025
3331,3910,37,23519
24968,1499,59,37192
19419,4406,33,12768
782,3033,62,26127
26082,1538,46,43024
3497,3377,27,46821
26170,26,56,15899
2053,2407,1,26731
3995,3498,2,21434
24126,796,71,38677
16783,1478,34,6722
1290,1226,73,9803
26663,3599,2,39828
9697,1635,51,8846
21157,4110,38,32983
18072,4204,87,42559
26201,1577,45,7992
28603,1088,12,27594
6464,11,16,45107
15772,4674,34,1244
9492,3763,91,14928
7538,3811,99,4037
17640,4136,87,24418
21176,474,24,38232
15824,537,73,3609
29455,4204,9,6078
6732,4155,23,15765
4907,4466,88,43666
1323,487,92,8561
25411,3915,60,32313
29248,2292,34,33461
1442,4457,28,32276
1309,2599,19,35511
1747,4417,25,23789
13877,2035,10,47275
15147,4449,90,7332
12643,1245,45,13683
22706,129,54,31342
4685,2755,79,19274
473,1624,75,27387
23091,2246,51,45849
24268,1618,67,33671
29117,22,95,40538
4982,70,26,17665
15648,1432,27,27101
2445,4563,55,43009
24289,2139,58,11750
15477,1483,79,6321
9694,817,7,17801
1042,1067,39,8684
3269,2318,25,15667
17990,2618,17,42668
4638,1743,89,10908
15917,3685,71,47895
20467,4823,48,23782
26203,4475,9,31576
20582,2320,88,40917
11231,4947,43,13717
18174,624,24,9489
20589,650,87,1322
4201,3703,30,46462
19744,222,96,1098
19643,3769,90,22410
20771,1996,74,33482
19610,2498,80,31020
5836,1494,25,30483
12546,4129,99,12613
4575,2156,93,12634
2066,849,97,18732
22014,400,50,40017
19020,4087,9,1963
14935,1637,91,5920
4653,3397,64,5043
16938,1735,37,14805
20391,2778,10,45703
11389,1730,39,46873
26186,3883,19,46164
7270,4277,28,12535
15131,399,32,26943
20054,4882,9,10176
24961,4811,1,35741
12777,2499,65,15213
1821,1186,51,24248
15332,389,99,18317
28630,2831,86,27124
24262,3084,17,25306
28048,3533,84,12461
17446,3645,74,47228
10898,2192,23,1754
26516,1742,51,25010
20592,1214,83,10095
9043,2630,44,45789
12778,4677,95,45976
11336,1847,49,3170
25113,1897,48,28466
21792,1031,9,15096
29216,4131,32,6006
22480,4824,5,2046
13583,2322,88,8594
17164,1639,95,38437
25661,988,57,8268
15595,4954,38,33657
20420,4398,94,28560
29856,4512,68,46384
10229,142,1,24783
7911,4404,94,15515
14677,686,50,3776
16945,1527,96,39196
2158,3068,55,13028
7686,3925,29,42902
12470,3362,19,17178
29781,4841,28,13925
5635,4023,54,6561
12304,4718,49,23201
22793,4745,91,21365
25252,2556,63,25739
28552,4870,25,1097
14529,4372,73,23226
28191,3146,88,42589
20075,1696,36,10265
23104,180,38,1155
10112,2777,81,43632
11180,3893,78,49931
25094,4620,46,31779
5952,4606,64,47420
171,2720,31,3100
13276,4051,54,38797
24398,3285,15,19354
1130,3381,66,35658
14531,55,59,1090
14963,3083,95,40089
17677,3262,18,39248
1588,3292,100,36114
27251,3124,1,15349
5327,3270,41,42447
9251,3932,77,47212
11010,1269,6,22150
6359,4012,34,31119
10832,3287,53,46971
11161,4710,18,49293
5631,1346,46,24467
26522,4002,21,17283
27463,1465,29,34473
16595,3530,34,33254
15082,2329,97,23014
8435,814,93,20446
15761,4168,69,42075
15747,2842,94,12025
22579,443,7,36960
22287,2486,98,8801
13106,629,29,23353
19144,2117,87,41950
23927,3305,39,49021
3208,508,24,24902
7175,938,44,31193
7408,2549,51,34800
25950,1770,1,45948
10157,4287,57,39816
7205,800,24,43207
17060,3013,71,10355
2354,3224,18,29651
29314,4322,59,38281
4108,1163,3,2545
14280,1484,59,38448
25318,2816,35,10395
4522,3933,69,4429
17984,2412,73,21094
13924,3602,20,40917
17764,3842,20,36386
9523,1147,92,24596
10630,2954,66,5989
6693,2664,61,2616
28742,3881,88,44754
6790,991,7,30444
22104,3078,91,10836
2709,3836,48,26295
28032,1973,41,31002
4645,2882,59,32499
4803,299,42,9987
14267,1831,35,16176
13861,4987,77,36758
1909,1150,9,9113
8152,4881,36,46303
12717,494,37,26333
28256,3799,7,6846
17599,2819,60,24834
13011,1063,87,21468
26923,3873,46,34927
19626,1267,91,11128
22369,2466,90,44818
26552,4574,86,3911
9064,1094,40,19896
22930,1286,16,37425
9869,2724,59,6023
15265,3322,45,8132
11626,2575,36,35872
21397,2115,31,33570
3034,3890,95,9869
22309,879,79,43260
23078,2196,7,17583
24981,4664,29,10349
1585,3708,55,13307
17113,2991,95,40848
5633,2841,53,13197
25106,2376,83,15450
19072,2056,69,18339
6374,2988,71,20947
18131,318,60,30546
28959,3849,29,26919
21526,2694,63,17780
20873,781,95,3268
7167,1964,39,11647
6403,4681,87,29399
10555,1569,72,14004
10702,2706,22,18182
5081,4571,82,5495
29126,3995,5,17465
14347,2965,22,26567
6858,1560,77,46403
22807,1504,59,32849
6664,3747,68,11399
17591,2879,99,8015
10758,762,78,43219
5629,3228,99,15615
14142,2514,8,17571
24827,4007,63,36764
17952,2710,100,36223
24234,3969,77,20644
396,1055,17,24529
5747,1767,73,17188
26359,1846,64,39419
1650,1732,85,10497
11141,1338,44,46728
23296,387,39,10773
27749,955,6,40090
29353,2943,43,22486
15873,2709,57,1858
5640,679,82,30687
4018,3712,66,11101
10329,4841,69,10486
14979,4303,24,49442
26545,1521,80,49751
22474,1654,4,45948
5255,1778,80,39615
11146,64,65,48299
26809,1807,33,46716
21771,1001,19,7492
29507,706,23,27312
21616,2137,94,33016
4149,3036,97,39419
10864,2578,1,22595
3305,2919,96,47910
21885,3339,98,7672
27879,4459,44,17274
17554,4263,38,30289
18255,1724,5,45614
24883,1030,47,47432
8498,496,73,39475
19498,4695,69,31079
22947,1468,67,40316
21108,610,67,33910
22316,2261,69,16907
7054,2028,4,37596
8582,3811,19,47454
22200,4911,56,35399
4797,4304,52,26231
6895,3658,12,8958
8337,889,53,31427
23024,1251,15,39075
8881,834,29,33742
24479,55,88,3151
21392,4445,83,31681
26718,2739,68,21673
1565,401,26,27866
12580,4362,29,1881
7093,1125,37,20989
13766,4340,14,24803
3030,1448,66,47315
15146,177,44,17828
7631,1976,58,41936
15552,962,61,3881
5957,1542,63,25702
12196,1009,5,27570
1349,4604,57,47964
4388,4945,3,2793
25412,682,36,8316
5856,2978,14,20774
11908,33,10,14254
29089,873,95,1402
17801,2939,45,24655
19483,2242,50,46338
11759,1214,96,3258
3348,4286,100,28408
5026,1503,91,44835
21079,174,74,35729
828,4388,57,34822
24486,934,15,40269
14758,1830,62,4327
29074,4394,67,6137
2697,3197,38,31920
8534,4440,46,23579
25179,4876,32,7024
3500,4095,35,5471
3033,4297,91,28714
18409,1072,87,17318
9959,2247,11,15074
18608,1545,48,43711
3375,2215,100,26108
25379,1131,28,9388
13517,1797,1,3252
17817,1992,34,7280
12907,2189,46,13507
28477,4798,26,11420
19822,3880,1,9082
6295,4260,75,13606
20336,2129,11,49492
28051,853,2,41124
19702,4831,42,31894
18396,66,29,25946
7670,4385,65,16923
11885,4383,63,23692
24480,769,68,47773
13751,3562,28,9021
22774,1628,51,44730
15516,3187,64,10613
7226,3870,8,10830
323,88,19,48232
21416,429,60,21716
25190,35,40,36048
15835,3301,56,7074
4363,1835,44,48789
19843,3418,85,16428
29354,2504,87,24237
11427,4540,61,14531
19998,1769,47,17931
11806,2898,77,19060
11489,184,42,2817
18840,2889,80,8036
18021,4706,20,21959
12912,2155,29,23373
1627,612,96,15200
11655,2532,96,3612
206,3557,77,36346
4161,1810,75,44795
167,4678,46,30911
5893,2214,15,5270
5046,3145,58,36218
28632,4061,89,8859
21336,3636,73,35140
7069,3322,49,18035
10717,3548,45,20078
5932,2659,54,37163
903,480,99,14083
10523,4618,93,33442
17672,2146,51,7425
8196,1983,33,46372
12331,1948,2,47989
17725,3149,31,12501
11712,2699,29,41366
17601,2967,55,11959
23723,2050,61,26486
23603,326,23,36219
8864,1382,14,25460
3063,1078,83,16386
14343,1113,70,27968
14145,2652,90,6245
8909,2537,73,42198
10897,1315,48,22659
21905,4636,31,27363
17241,4167,78,11022
9010,2797,50,22106
23883,4406,46,32515
21203,3906,12,37795
8827,2561,60,15789
20842,2579,43,22087
7197,674,96,24497
29502,4973,13,22524
14594,1890,76,35422
1186,2265,92,29392
29877,1133,72,36066
784,1339,11,38987
9059,2086,60,21256
23768,2039,68,40219
7769,3364,61,34207
18299,3112,96,12356
19089,4081,31,4574
3254,1639,47,30177
4263,4752,4,41514
29622,2293,28,35966
19931,4574,81,13954
7522,2008,24,38214
3007,1104,8,40131
14853,3845,48,22077
26635,3680,30,22120
23990,723,63,46863
16395,253,93,25664
29142,1885,41,26931
26820,3157,93,16785
9304,4547,83,7118
28162,4813,76,48024
17716,3150,44,17617
20242,2777,8,5723
22888,3373,46,31368
20149,773,21,14679
11994,1987,97,38736
15353,1752,54,18946
9951,1374,97,34806
2719,1504,28,15860
15198,2298,12,10407
13750,3574,84,9438
2392,309,22,27894
6219,4223,86,49563
126,4894,50,17090
19053,4736,15,34270
17123,1688,40,42078
20803,4065,57,20617
18082,308,32,38924
27487,2232,6,13748
28360,1321,53,11397
25052,442,32,13137
1767,2156,80,17149
4096,4705,13,29226
8722,2328,34,10433
6644,3868,32,15135
23647,1044,91,20703
2254,3900,8,48583
22121,3394,40,10218
27612,3914,19,31422
3712,3718,30,22046
15744,4417,3,39298
28194,1174,17,34301
9607,1512,76,21695
18147,4576,33,45959
21685,3789,95,21756
18824,1267,72,14756
6366,4245,23,43198
15247,2001,62,39052
9234,2799,53,7721
28937,2832,34,23455
11385,1357,27,31268
29713,2243,65,11329
21967,3334,84,12629
8885,1704,99,41670
3912,2986,93,18660
24780,2945,96,21449
2391,2611,64,34504
7324,70,8,31863
7524,1449,62,31911
25769,1449,27,39089
6858,2793,22,41593
25424,796,89,13677
21590,2034,56,13513
23083,13,83,3560
14116,3667,65,2496
3990,1076,67,9670
4092,836,43,48054
14523,3708,43,2662
29407,1444,75,28151
696,300,54,3260
9512,766,40,4305
18363,466,59,15555
18534,489,63,41739
5786,4365,15,10489
8071,3896,86,33775
5592,1269,72,43899
11480,1588,72,21026
9329,1471,3,37165
29965,2656,43,36976
135,3340,2,25902
7000,2654,92,32351
18702,4934,62,25185
22679,3575,99,31053
4079,221,41,1662
6102,758,93,7285
5093,4542,68,40831
3377,987,87,28662
21381,44,65,4224
20451,3837,10,49393
29816,456,46,36977
6097,4452,92,1522
19369,1965,88,9028
29788,4666,27,25016
19754,619,69,35594
28632,2453,36,32819
15287,261,6,2757
13603,2096,27,15473
26262,4133,86,44299
29074,3578,31,7815
617,2792,72,41924
23563,924,96,45644
23964,4661,12,10994
1029,1186,39,6828
19662,3916,29,37796
10744,1155,8,44131
28481,3179,78,14990
28576,3779,52,40897
5148,3091,73,38836
7097,2973,25,36609
29729,3622,83,48393
13003,1269,91,2258
4838,602,2,3807
26333,1701,1,25809
8081,1899,48,30157
23224,80,21,46351
26931,3727,24,11862
28655,2243,80,44112
6865,2109,30,2514
22845,1662,72,6641
2346,233,14,31172
14184,621,16,34467
9893,3396,87,46150
25784,3730,73,17707
4804,520,33,48646
25335,2520,52,37776
9443,4398,98,34945
19204,3758,22,3084
9538,1661,89,32150
21078,953,6,26526
27702,2295,79,44548
15691,3955,27,32279
2345,660,29,1870
12631,1399,13,17325
16309,4287,84,13183
9329,735,12,45891
21536,2461,78,17334
3192,3456,52,25114
1884,2273,50,22402
3743,714,96,9730
22597,3649,100,21899
9349,2238,46,8573
3908,342,35,2883
26178,2335,35,34305
28139,3869,100,38248
21978,1792,24,15393
19916,4889,86,37461
10555,1981,13,22298
18053,2312,54,19679
3843,2272,96,13095
29703,2188,1,21969
8568,3949,94,36319
15405,3907,42,16932
19112,1384,13,31408
14898,3666,91,10446
17596,4243,23,7974
15555,4025,17,16749
2476,880,92,7462
7749,3593,82,47895
5919,4623,56,4143
16197,3269,73,13338
25266,2054,21,23812
11372,2258,99,28595
13003,4721,23,42447
16711,1178,73,22779
209,3706,29,47059
5188,846,39,17282
11409,1025,73,27808
23316,1362,63,40624
14762,1411,22,26307
6258,4977,22,33257
11765,2280,11,21284
20356,1127,25,7535
20207,4206,64,23199
12344,235,66,46321
18605,1987,88,11627
8614,929,66,40626
11660,176,22,46142
2200,1274,61,41098
13218,573,71,21571
18799,80,93,10865
23450,268,24,48436
4449,1846,50,40235
28750,4578,87,35647
14918,1375,75,4627
21674,4759,81,12154
1067,3344,31,26593
3849,2581,3,25093
11406,2376,28,40252
20458,1457,51,13832
5398,2163,93,19459
29815,2377,11,41854
24899,4688,94,18701
24777,3020,28,14474
14202,3175,1,36046
22924,1973,33,28939
25896,1581,36,47691
11222,3241,32,28949
28449,3393,87,30057
5366,1338,79,16665
4655,2443,29,44674
24241,297,37,33919
14072,1537,55,9611
27851,174,93,11106
21910,1916,14,18875
25465,1253,6,42510
21644,405,100,29755
6274,3760,68,3515
7831,4892,62,44078
4978,3596,6,3010
10785,756,75,26553
27409,985,81,33222
4933,1407,100,15305
21796,2908,82,45939
28235,2089,69,7280
10553,2506,39,9833
19522,1485,59,33110
21969,492,75,34720
26880,3112,6,6988
15532,503,60,44188
19463,1265,70,38680
14502,2438,83,16446
23863,4212,29,6283
5037,3054,62,8074
11371,2857,24,35326
26230,769,52,8243
13524,1846,61,13365
14538,4573,78,43189
3130,4346,32,1051
17436,3242,32,1351
4849,2810,80,26967
25407,1873,24,14144
16454,4893,12,41183
17926,2813,13,20346
6430,2011,35,6668
22271,1543,27,38190
24894,646,96,12480
8410,2239,3,8369
24034,3226,97,38086
11121,4919,68,16333
27793,4180,61,47575
19876,4433,12,49396
25458,1547,14,11627
23488,1131,40,38230
5955,2220,11,47334
18846,529,98,48167
18238,776,41,22228
4356,2768,100,8893
27316,146,72,45169
7853,4165,46,14976
19,3260,74,26713
24776,3200,50,10277
25517,196,29,10934
11751,1706,85,34722
15201,2309,44,16696
26530,643,60,28901
11605,3566,58,48573
1283,4714,18,22052
9652,901,96,4953
4868,238,22,27438
6434,3893,72,19708
8251,1585,23,20127
15723,4784,79,12120
22413,4433,95,18813
20758,2778,78,11314
1414,1363,38,40409
16965,4878,94,43900
17836,94,77,34392
24204,2352,91,26890
1781,2106,5,32037
12903,1652,90,12999
27434,2732,5,10549
6638,2321,46,47197
1712,182,89,8464
23044,2532,64,44178
13995,1761,58,16746
23919,1537,71,8535
24555,108,90,8515
17428,1065,38,47216
4643,2250,80,37705
577,529,49,1219
4153,4192,56,6639
27876,1375,88,4537
17119,1874,26,29389
269,139,58,48718
9751,3474,42,40612
25690,4515,50,33588
25319,2691,95,29570
18257,1946,68,29567
8695,3952,77,39272
1751,2556,80,11598
14733,4119,93,7970
10507,4007,84,4589
22045,476,73,40241
3470,1673,2,24497
2812,3717,73,15347
17903,426,37,32902
15793,3882,2,11705
22953,1252,86,43084
19904,3654,64,31354
16839,4651,94,22349
13938,2531,62,39878
28934,2372,79,7426
22424,1673,51,14274
14993,1414,50,41335
23996,1313,97,12242
20712,1645,18,10055
22546,2764,46,22872
2176,4637,95,8859
22364,1377,53,31987
26794,536,82,43123
2658,1295,53,44089
13451,674,58,40291
23157,2745,97,7406
4216,213,62,3959
18903,2435,61,29050
3127,881,54,21931
10312,4785,35,14448
26161,3026,44,2763
12738,953,20,1769
21742,3600,5,47719
18643,3401,62,6442
5471,3491,89,11466
13857,3047,90,38513
15259,1245,71,12244
16478,1567,38,27539
3951,2644,28,2567
15218,3163,4,24010
13891,4420,50,14339
7173,1408,93,25691
11,3120,81,30278
3481,1185,37,34476
9824,3404,26,21685
16223,4320,39,17059
29007,899,9,36140
1441,3428,57,30892
4580,3005,38,17965
6174,4776,62,23203
11767,989,99,27944
21737,1801,13,32687
4232,4624,96,25185
24656,2496,90,10278
16125,2687,99,37980
27793,449,46,10722
960,3336,4,41965
9518,1787,36,8376
24289,2453,75,22410
5442,4425,18,15811
15500,2909,6,14295
17061,1879,96,10436
